time,space,speed,v_id
30.0,62.68,49.833160381225305,0
31.0,62.66615745544966,49.833160381225305,0
32.0,62.652839945589605,47.94303549620325,0
33.0,62.63985523389512,46.7449621001538,0
34.0,62.62700676455418,46.254489627366,0
35.0,62.613996541044365,46.83680463534579,0
36.0,62.60091820626566,47.08200520332359,0
37.0,62.58802137903238,46.428578039839216,0
38.0,62.57531182516726,45.75439391439428,0
39.0,62.56294084222606,44.535538588319106,0
40.0,62.5509666715779,43.1070143333803,0
41.0,62.5390341825197,42.95696060953077,0
42.0,62.526674468003385,44.49497225873446,0
43.0,62.51366062616968,46.849830601330325,0
44.0,62.500036652615,49.046304796859815,0
45.0,62.4861828020028,49.87386220390746,0
46.0,62.473206224275394,46.71567981867838,0
47.0,62.461487415913425,42.187710103080185,0
48.0,62.450994402427156,37.774848550575626,0
49.0,62.44156985744527,33.92836193478104,0
50.0,62.43286353166436,31.342772811268542,0
51.0,62.42421335869611,31.140622685721052,0
52.0,62.41516451004137,32.575855157051414,0
53.0,62.40539107527775,35.18436514904361,0
54.0,62.39462446621247,38.75979263500545,0
55.0,62.38227616500458,44.4538843483839,0
56.0,62.367900648048305,51.75186104261003,0
57.0,62.35262684257205,54.985699714499994,0
58.0,62.33722020226437,55.46390510764921,0
59.0,62.32220472971236,54.05570118723127,0
60.0,62.30754388956918,52.77902451545985,0
61.0,62.29292272091976,52.63620713790061,0
62.0,62.27789978597863,54.082565788056215,0
63.0,62.26207732747151,56.960850625655745,0
64.0,62.24527694150638,60.48138947446314,0
65.0,62.22761931290676,63.56746295862614,0
66.0,62.20945675344174,65.38521407406601,0
67.0,62.19113514598404,65.95778684773008,0
68.0,62.17254862544246,66.9114739496829,0
69.0,62.15367947953566,67.92892526447824,0
70.0,62.13497206860271,67.34667935863331,0
71.0,62.11657498555531,66.22949897064052,0
72.0,62.09877519969736,64.07922908863169,0
73.0,62.081390716871326,62.58413817371986,0
74.0,62.06448612614805,60.8565266037842,0
75.0,62.04858857819371,57.231172635637684,0
76.0,62.03357241011732,54.05820507496663,0
77.0,62.01936357774759,51.1517965310583,0
78.0,62.0058348496941,48.70342099255613,0
79.0,61.992502622700705,47.99601717622136,0
80.0,61.979180547090756,47.95947219582148,0
81.0,61.96544887633856,49.434014707895,0
82.0,61.95099270152562,52.04222932659529,0
83.0,61.93637592696446,52.62038842017851,0
84.0,61.92206316251354,51.52595202331392,0
85.0,61.908382087892605,49.25186863536326,0
86.0,61.895255889831965,47.25431301829509,0
87.0,61.8824845487257,45.97682798254659,0
88.0,61.86983786538356,45.528060031712954,0
89.0,61.85737477169841,44.867137266536105,0
90.0,61.84492311834918,44.825952057244706,0
91.0,61.83250091113476,44.719945971900046,0
92.0,61.820325307806925,43.83217198021023,0
93.0,61.808834727729106,41.36608828015363,0
94.0,61.79802980255805,38.89773061580502,0
95.0,61.787891649237224,36.49735195496769,0
96.0,61.778503327693585,33.79795755708656,0
97.0,61.76966811871036,31.806752339631068,0
98.0,61.760686897813585,32.332395228378864,0
99.0,61.75158876558601,32.75327601926775,0
100.0,61.742767305463566,31.757256440792634,0
101.0,61.73431749662577,30.419311816059608,0
102.0,61.726116646870054,29.523059120584556,0
103.0,61.71805535342588,29.020656399024315,0
104.0,61.710137244538586,28.505191994272977,0
105.0,61.70238074211265,27.92340873335324,0
106.0,61.69476631334505,27.411943563367892,0
107.0,61.687312716329664,26.83294925539708,0
108.0,61.680108209721304,25.936223790098452,0
109.0,61.672937163254794,25.815767279416235,0
110.0,61.6654958807423,26.78861704498167,0
111.0,61.65737464570022,29.236446151484614,0
112.0,61.64809251394605,33.41567431502372,0
113.0,61.637827336501196,36.95463880147483,0
114.0,61.6271586959009,38.40710616105102,0
115.0,61.61664794590321,37.838699991700366,0
116.0,61.606656491581376,35.96923555858921,0
117.0,61.59713269440543,34.28566983341414,0
118.0,61.58820348996315,32.145135992224056,0
119.0,61.579847682956014,30.080905225681246,0
120.0,61.57198795873913,28.295007180770497,0
121.0,61.56452344919278,26.872234366871297,0
122.0,61.55739475324983,25.663305394619126,0
123.0,61.550523416696684,24.736811591316442,0
124.0,61.54373568588982,24.435830904720657,0
125.0,61.53689251164191,24.635427292479513,0
126.0,61.5298156218863,25.476803120196053,0
127.0,61.52247017658423,26.443603087455195,0
128.0,61.51476265279314,27.74708564791624,0
129.0,61.50654528903759,29.582509519987955,0
130.0,61.497663942185035,31.9728486691826,0
131.0,61.48790648611431,35.126841854606994,0
132.0,61.477723829402926,36.657564160993225,0
133.0,61.46677483664125,39.416373942030134,0
134.0,61.45359293322354,47.454852303747316,0
135.0,61.43790695784719,56.46951135487823,0
136.0,61.42026002297803,63.52896552897765,0
137.0,61.3998618858088,73.43329380921607,0
138.0,61.378386977014245,77.30967166039726,0
139.0,61.35743035023522,75.44385640447818,0
140.0,61.33704027066393,73.40428645666708,0
141.0,61.318006955832075,68.5199333946596,0
142.0,61.299644386609195,66.10524920238105,0
143.0,61.28348080388074,58.18889782241075,0
144.0,61.269446556208095,50.523291621542015,0
145.0,61.258279851569384,40.200136699360755,0
146.0,61.24963481909678,31.122116901378263,0
147.0,61.24281478795937,24.55211209468228,0
148.0,61.23734794726716,19.680626491937943,0
149.0,61.23292260943779,15.931216185722356,0
150.0,61.229243523072434,13.244710915289758,0
151.0,61.22605251357135,11.487634203928721,0
152.0,61.223182832688856,10.330851176953107,0
153.0,61.22045222471648,9.83018870054699,0
154.0,61.21773266816587,9.79040358221183,0
155.0,61.215156296509036,9.274937964598685,0
156.0,61.21265939409977,8.988848673360744,0
157.0,61.21023583664159,8.724806849462972,0
158.0,61.20800835327694,8.018940112726105,0
159.0,61.20599733509196,7.239665465926764,0
160.0,61.204188312760586,6.512480392947931,0
161.0,61.20249978417116,6.078702921931987,0
162.0,61.200935184238155,5.632559758818067,0
163.0,61.19946727147554,5.284485945420656,0
164.0,61.19790207250788,5.63471628356943,0
165.0,61.19640889476194,5.375439885389821,0
166.0,61.19483194240969,5.677028468095152,0
167.0,61.19308987488875,6.27144307537424,0
168.0,61.19113135713989,7.050663895900852,0
169.0,61.188954609143295,7.8362927877450534,0
170.0,61.18668284716193,8.178343132897032,0
171.0,61.18436680481417,8.337752451952912,0
172.0,61.1820312769132,8.407900443483213,0
173.0,61.179487916192414,9.15609859483419,0
174.0,61.17677887643727,9.752543118538128,0
175.0,61.173873888225614,10.457957561936448,0
176.0,61.17065333263357,11.594000131354887,0
177.0,61.166857840182104,13.663772825282964,0
178.0,61.16225606728746,16.56638242071871,0
179.0,61.15644527251959,20.918861164346293,0
180.0,61.14885612538947,27.32092966840711,0
181.0,61.13928572457717,34.4534429242823,0
182.0,61.12741544864931,42.7329933403078,0
183.0,61.11336140615294,50.59455298693511,0
184.0,61.0976817147207,56.44688915605717,0
185.0,61.08120019717036,59.33346318121457,0
186.0,61.064337385522585,60.70612193199876,0
187.0,61.047400457792484,60.97293982836176,0
188.0,61.029885059239234,63.05543479171948,0
189.0,61.01211870046336,63.95889159312984,0
190.0,60.994595153060374,63.08477065076908,0
191.0,60.977540437363196,61.3969765098158,0
192.0,60.96130582428427,58.44460708415005,0
193.0,60.94542698923007,57.163806195097465,0
194.0,60.92962188573752,56.898372573192795,0
195.0,60.91376599634835,57.081201800998244,0
196.0,60.897880620257,57.18735392888213,0
197.0,60.88231261589283,56.04481571100743,0
198.0,60.86727822939101,54.12379140654081,0
199.0,60.85218408861931,54.3389067781267,0
200.0,60.83669796853226,55.75003231337149,0
201.0,60.821248280093236,55.61887838049576,0
202.0,60.805925393690096,55.162391051316945,0
203.0,60.7907435291265,54.65471242892175,0
204.0,60.775768946063195,53.90849902790505,0
205.0,60.76056220405179,54.74427124107908,0
206.0,60.744533253520416,57.704221912925185,0
207.0,60.727629502327396,60.85350429488867,0
208.0,60.709746834226415,64.37760516351355,0
209.0,60.691420238747355,65.97574372463335,0
210.0,60.673292522043255,65.25978013474631,0
211.0,60.6552573980147,64.92644650281777,0
212.0,60.637143275839364,65.21083983119502,0
213.0,60.61888565557278,65.7274329596995,0
214.0,60.60056824242915,65.94268731709104,0
215.0,60.5827377598402,64.18973732021502,0
216.0,60.5650411816871,63.707681351153774,0
217.0,60.54766207572539,62.56478146214316,0
218.0,60.53012092947833,63.14812648941838,0
219.0,60.51230678298552,64.13092737411233,0
220.0,60.49429420327712,64.84528695024206,0
221.0,60.476105478074196,65.47941073053384,0
222.0,60.45819129246245,64.4910682022631,0
223.0,60.440270576704314,64.51457672930341,0
224.0,60.42228210632695,64.75849335851045,0
225.0,60.404057534757705,65.60845764929311,0
226.0,60.385725824807,65.99415582254002,0
227.0,60.36733811261,66.19576390919988,0
228.0,60.348907598270515,66.34985162214991,0
229.0,60.33039301223401,66.65250973140957,0
230.0,60.31173349688565,67.17425525407475,0
231.0,60.292896181473,67.81433548555765,0
232.0,60.27393125456736,68.273736860317,0
233.0,60.25490240582125,68.50385548599078,0
234.0,60.23580480806103,68.75135193677468,0
235.0,60.2166214996329,69.0599103412825,0
236.0,60.19739063024693,69.23112978947914,0
237.0,60.17822824106002,68.98460107287923,0
238.0,60.15905908137039,69.00897488267667,0
239.0,60.13980945792183,69.29864441482772,0
240.0,60.12035686008312,70.02935221933264,0
241.0,60.10071523905858,70.70983568833968,0
242.0,60.08121048184851,70.21712595626522,0
243.0,60.061920131663356,69.44526066655645,0
244.0,60.04284652489365,68.66498437094754,0
245.0,60.02371262932536,68.88202404584464,0
246.0,60.004475982759104,69.25192763850815,0
247.0,59.98580665839525,67.20956770987019,0
248.0,59.9676686995618,65.29665180041864,0
249.0,59.9502069811212,62.862186386166606,0
250.0,59.93304011717855,61.80071019353446,0
251.0,59.91567034110169,62.53119387671638,0
252.0,59.897903246621816,63.961540127528025,0
253.0,59.87999462765006,64.47102829832077,0
254.0,59.86212235644274,64.34017634635835,0
255.0,59.84540372725125,60.187065089343974,0
256.0,59.829159897581086,58.4777868126111,0
257.0,59.81415053866843,54.03369208556339,0
258.0,59.80005538435288,50.74255553597,0
259.0,59.78599022430722,50.634576164373435,0
260.0,59.77226320560294,49.417267335419496,0
261.0,59.75810777803652,50.95953923912551,0
262.0,59.74313724365278,53.89392378143792,0
263.0,59.72759704312176,55.944721911670385,0
264.0,59.710617065065264,61.127921003396054,0
265.0,59.69255390629852,65.02737156026893,0
266.0,59.6738570559392,67.30866129355972,0
267.0,59.65477210562557,68.70582112906285,0
268.0,59.636139786522094,67.07634877251087,0
269.0,59.61772254007489,66.30208720996181,0
270.0,59.59970776730971,64.85318195462646,0
271.0,59.58151796923951,65.48327305270004,0
272.0,59.563562096066605,64.64114342249106,0
