time,space,speed,v_id
30.0,62.68,31.604405121342175,0
31.0,62.671220998577404,31.604405121342175,0
32.0,62.66105899706675,36.58320543834609,0
33.0,62.64997295310809,39.90975825119529,0
34.0,62.63848899645827,41.342243939332576,0
35.0,62.62696600826812,41.48275748455498,0
36.0,62.61566530340414,40.682537510302716,0
37.0,62.60469085447043,39.50801616138884,0
38.0,62.594030670142885,38.376663579159185,0
39.0,62.5834964180391,37.923307573616604,0
40.0,62.57299947417462,37.78899791211186,0
41.0,62.562543748510166,37.64061239205679,0
42.0,62.55203051041798,37.84765713186719,0
43.0,62.54116293338618,39.12327731446897,0
44.0,62.52995128045248,40.36195056133138,0
45.0,62.518697462700956,40.513743905472616,0
46.0,62.50749498751178,40.32891068104413,0
47.0,62.49621426592133,40.610597725619776,0
48.0,62.485397090843655,38.94183027962236,0
49.0,62.47557760049901,35.35016524073776,0
50.0,62.466854605743976,31.40278111810774,0
51.0,62.458780474119074,29.06687384965631,0
52.0,62.4508191903139,28.66062169861373,0
53.0,62.44280716780831,28.843281020134896,0
54.0,62.4343558872655,30.424609954125003,0
55.0,62.42511060134524,33.28302931292986,0
56.0,62.41526600529629,35.44054577621882,0
57.0,62.40550364059406,35.14451292802043,0
58.0,62.39644417041495,32.614092644790496,0
59.0,62.38804876391777,30.223463389846188,0
60.0,62.37988536445711,29.38823805838608,0
61.0,62.371666191491066,29.589022677756233,0
62.0,62.36335770937677,29.91053561146226,0
63.0,62.354801315412814,30.803018270241378,0
64.0,62.34594063391313,31.89845339887951,0
65.0,62.33674957321223,33.08781852321749,0
66.0,62.32771948929342,32.508302107716545,0
67.0,62.31923358180452,30.54926696005307,0
68.0,62.31131650223699,28.501486443092535,0
69.0,62.303673887934785,27.513411487944992,0
70.0,62.29610030467901,27.2648997208094,0
71.0,62.28848897947638,27.400770729472296,0
72.0,62.2806568333399,28.195726091326208,0
73.0,62.27244718651591,29.554728566346263,0
74.0,62.2639203594691,30.69657736854235,0
75.0,62.25512215831191,31.67352416585686,0
76.0,62.24602237110782,32.75923393473649,0
77.0,62.236579630955,33.99386455015903,0
78.0,62.22699657134767,34.49901458637229,0
79.0,62.217453371566016,34.355519213947744,0
80.0,62.20794275762428,34.238210190244956,0
81.0,62.198349174836665,34.53689803543364,0
82.0,62.18853564464087,35.32870870484735,0
83.0,62.17850486631935,36.11080195747169,0
84.0,62.16825459389322,36.90098073409112,0
85.0,62.157937990036956,37.13977388252991,0
86.0,62.14795147703096,35.95144682160709,0
87.0,62.13878649216287,32.993945525107115,0
88.0,62.13034828779344,30.377535729962855,0
89.0,62.121934036122646,30.29130601483772,0
90.0,62.11310617991563,31.780282345246288,0
91.0,62.10344390602225,34.784186016177905,0
92.0,62.092585562534815,39.09003655476355,0
93.0,62.08053979235616,43.36477264314944,0
94.0,62.06766266955298,46.35764209145875,0
95.0,62.054437498892014,47.61061437948676,0
96.0,62.04135931556963,47.08145996058786,0
97.0,62.02852979869501,46.18626074862451,0
98.0,62.01611783779878,44.683059226433336,0
99.0,62.004312521970974,42.499136980090796,0
100.0,61.99322322832248,39.92145713460329,0
101.0,61.9826385058451,38.105000918532006,0
102.0,61.972281256385614,37.2860980541673,0
103.0,61.96230591111048,35.91124299048648,0
104.0,61.95283081488166,34.11034642376177,0
105.0,61.9430787407082,35.10746702443613,0
106.0,61.93241437188543,38.391727761971886,0
107.0,61.92063488553825,42.40615084985165,0
108.0,61.908168741027254,44.87812023959836,0
109.0,61.894929424018684,47.66154123085251,0
110.0,61.88123357116899,49.305070258878686,0
111.0,61.8674258310755,49.70786433657123,0
112.0,61.85293059132241,52.18286311112153,0
113.0,61.83811628654392,53.331497202573274,0
114.0,61.823847332110255,51.36823596120203,0
115.0,61.81068009769888,47.40204388094481,0
116.0,61.79940067867887,40.60590847202964,0
117.0,61.79019797655934,33.12972763030082,0
118.0,61.78286529333904,26.39765959306483,0
119.0,61.77687435470228,21.567379092369308,0
120.0,61.77179012946313,18.303210860939416,0
121.0,61.76699134500696,17.27562404219836,0
122.0,61.76202922925535,17.86361670581359,0
123.0,61.756626305837514,19.45052430419778,0
124.0,61.750678213138315,21.413133717127344,0
125.0,61.744023723264874,23.95616354436895,0
126.0,61.73663489737157,26.599773215898402,0
127.0,61.72851346883411,29.237142734851762,0
128.0,61.71959101701179,32.12082656036863,0
129.0,61.71007700579073,34.25044039580353,0
130.0,61.70015086748115,35.73409791449157,0
131.0,61.68962877071446,37.87954836009632,0
132.0,61.678259696803146,40.92866608071657,0
133.0,61.665882798314094,44.556834560583276,0
134.0,61.65231705811292,48.83666472423931,0
135.0,61.6384859274999,49.792070206853055,0
136.0,61.62559295705938,46.414693585879924,0
137.0,61.61404717247701,41.56482449654729,0
138.0,61.60431310865548,35.04262975749638,0
139.0,61.59621593771135,29.14981539885514,0
140.0,61.58913166264664,25.503390232950547,0
141.0,61.5823843528579,24.29031523947516,0
142.0,61.575859900060046,23.488030072288772,0
143.0,61.56965641752135,22.33253713928098,0
144.0,61.563623360271485,21.719006099534006,0
145.0,61.557781940489065,21.029111216719897,0
146.0,61.55240690034137,19.350144531702117,0
147.0,61.54755125044264,17.48033963542986,0
148.0,61.54280525545154,17.08558196795534,0
149.0,61.53797520829744,17.388169754753793,0
150.0,61.53272989143424,18.88314070751019,0
151.0,61.52706102955434,20.407902767650153,0
152.0,61.52091899996675,22.11130651531687,0
153.0,61.514323388558246,23.744201070608497,0
154.0,61.507195187585864,25.661523500591727,0
155.0,61.499328147259966,28.321345173227318,0
156.0,61.49046157652893,31.919654631718306,0
157.0,61.480920479039874,34.347950960616245,0
158.0,61.47089792195282,36.081205513396355,0
159.0,61.460155276616874,38.67352320938796,0
160.0,61.44844648596507,42.151646346489045,0
161.0,61.435290933009426,47.359990640336285,0
162.0,61.42111483785747,51.03394254702442,0
163.0,61.406909995640746,51.137431980232925,0
